Sample	Population	Latitude	Longitude	Age (BP)	Inversion	Datatype	Genome-Wide Std Dev	H1 Avg CN	H2 Avg CN	H1D	H2D
BUCH2	Early Farmer	48.24	4.11	6250	H2H2	bam_samples	0.8285	2.0826	3.3103	-2	-2
Mor6	Early Farmer	48.82	7.63	7036	H1H2	bam_samples	1.0901	1.9938	3.2527	-2	-2
ERR3262724	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8471	3.0826	3.1663	-2	-2
F004	Asia	43.61	93.17	2230	H1H1	bam_samples	0.927	2.7152	2.3339	-2	-2
MonteGato104	Early Farmer	38.02	-7.86	3535	NA	bam_samples	0.7048	3.3688	3.4947	1	0
R120	Early Farmer	41.76	12.29	1450	H1H1	bam_samples	0.748	0.1051	0.0985	-2	-2
GUM	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.643	2.0523	2.0071	0	0
ans014	Admixed	57.34	18.26	5090	H1H1	bam_samples	0.5705	2.024	2.0295	0	0
RISE1159	Early Farmer	48.7	21.2	4730	H1H1	bam_samples	0.5289	2.0981	2.1272	0	0
12883A	Yamnaya	52.08	0.18	1246.5	H1H1	bam_samples	0.5656	2.8249	2.7621	1	0
DA145	Yamnaya	47.28	39.54	1933	H1H1	bam_samples	0.8694	1.9213	2.6994	-2	-2
Alh10	Yamnaya	48.59	12.2	1489	H1H1	bam_samples	0.6434	3.1012	3.0866	1	0
MA1863_all	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7695	2.0375	2.2637	0	0
VK190	Yamnaya	60.55	-45.34	588	H1H1	bam_samples	0.634	3.9581	4.1025	2	0
RISE505	Yamnaya	53.46	85.45	3636	H1H1	bam_samples	0.6868	1.8677	1.9199	0	0
Sandomierz-78_gr-2_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7548	2.1608	2.2419	0	0
I10873	Africa	5.86	10.08	3065	H1H1	bam_samples	0.5467	2.0194	1.9954	0	0
LD1174	Early Farmer	37.41	-4.42	6415	H1H1	bam_samples	0.642	1.9848	2.1939	0	0
DA52	Asia	41.43	75.33	1531.5	H1H1	bam_samples	0.7477	2.261	2.2286	0	0
Kelco_cave	Early Farmer	54.07	-2.29	5536	H1H2	bam_samples	1.1203	2.6453	4.0887	-2	-2
NEO935	Early Farmer	55.56	12.02	5187	H1H1	bam_samples	0.6597	1.9778	2.1664	0	0
R78	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.6943	0.2137	0.1139	-2	-2
mur004	Yamnaya	53.94	55.75	3742.5	H1H1	bam_samples	0.6145	1.9585	2.1869	0	0
RISE61	Yamnaya	55.7	11.86	4621.5	H1H1	bam_samples	0.8957	2.649	2.4802	-2	-2
DA73	Asia	41.5	75.79	1672	H1H1	bam_samples	0.7186	2.4238	2.2476	0	0
R24	Early Farmer	40.81	8.44	5450	H1H1	bam_samples	0.7532	0.0727	0.0639	-2	-2
MA2200	Early Farmer	39.35	33.79	3800	H1H2	bam_samples	0.6623	2.0318	3.0873	0	1
RISE00	Yamnaya	59.41	27.03	4412.5	H1H1	bam_samples	0.7225	2.1885	2.1283	0	0
R1288	Yamnaya	41.9	12.47	521	H1H1	bam_samples	0.6924	0.1819	0.1149	-2	-2
STR220c	Yamnaya	48.88	12.57	1445	H1H1	bam_samples	0.806	3.2776	3.9598	-2	-2
VK6	Yamnaya	60.99	-45.42	850	H1H1	bam_samples	0.6738	1.7828	1.9226	0	0
Vt880	Asia	20.95	107.1	3950	H1H1	bam_samples	1.0141	2.1397	2.5338	-2	-2
PS-06	Americas	34.9	-120.65	1462.5	H1H1	bam_samples	0.6918	2.042	2.1076	0	0
NEO251	Americas	66	-170.1	2005	H1H1	bam_samples	0.6844	2.1458	2.218	0	0
Andaman	Asia	12.5	92.8	90	H1H1	bam_samples	0.6272	1.9954	2.0102	0	0
DA134	Yamnaya	47.29	39.55	1933	H1H1	bam_samples	0.752	3.2001	3.1892	1	0
c40331	Early Farmer	37.37	-4.25	5649.5	H1H1	bam_samples	0.7233	1.9996	2.1981	0	0
Clovis	Americas	45.99	-110.66	12649	H1H1	bam_samples	0.6283	2.1134	2.1042	0	0
VK577	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.595	3.2419	3.2984	1	0
NEO791	Hunter-Gatherer (W)	55.33	11.15	7048	H1H1	bam_samples	0.6568	2.0323	2.2106	0	0
STR310	Yamnaya	48.88	12.57	1430	H1H1	bam_samples	0.7294	4.4223	4.4445	2	0
R1289	Early Farmer	41.9	12.47	521	H1H1	bam_samples	0.7198	0.0595	0.0406	-2	-2
SRR6703605	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6473	3.6153	4.5826	1	1
RISE493	Asia	53.15	91.05	3429	H1H2	bam_samples	0.7116	2.5866	3.4539	-1	-1
DA206	Yamnaya	42.9	68.25	1756.5	H1H1	bam_samples	0.6562	2.1114	2.1419	0	0
R52	Early Farmer	41.69	13.09	595	H1H1	bam_samples	0.724	0.1715	0.0646	-2	-2
CovaMoura9B	Early Farmer	38.75	-9.22	4900	NA	bam_samples	0.647	3.0462	3.1274	1	0
R6	Early Farmer	41.96	13.54	7159.5	NA	bam_samples	0.7666	0.0323	0.0331	-2	-2
MJ-56	Yamnaya	51.99	58.04	2513.5	H1H1	bam_samples	0.8182	2.2449	2.2281	-2	-2
Koszyce-3_6_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6867	2.1103	3.298	0	1
RISE1241	Early Farmer	50.6	21.7	4752.5	H2H2	bam_samples	0.703	1.9039	4.1305	0	2
ros005	Early Farmer	60.26	16.41	4740	H1H1	bam_samples	0.7375	2.2224	2.2242	0	0
6DT23	Yamnaya	53.96	-1.08	1750	H1H1	bam_samples	0.7279	3.3456	3.365	1	0
R108	Yamnaya	41.89	12.48	1450	H1H1	bam_samples	0.6956	0.1612	0.0882	-2	-2
MA2203	Early Farmer	39.35	33.79	3800	H1H2	bam_samples	0.7066	1.8175	2.962	0	1
Tep002	Early Farmer	38.17	34.49	8585	H1H1	bam_samples	2.5169	3.0807	2.7112	-2	-2
DA221	Asia	43.18	76.41	2718.5	H1H1	bam_samples	0.6438	2.1303	2.168	0	0
DA116	Asia	42.07	76.96	760	H1H1	bam_samples	0.6872	2.2936	2.0778	0	0
Tep006	Admixed	38.17	34.49	8230	H1H1	bam_samples	2.4803	4.2324	3.6312	-2	-2
MJ-32	Asia	49.97	35.39	2547	H1H2	bam_samples	0.8128	2.3474	2.5485	-2	-2
Funadomari_23	Asia	45.38	141.04	3755	NA	bam_samples	0.5917	2.0279	2.0149	0	0
R45	Early Farmer	41.75	12.26	1749.5	H1H1	bam_samples	0.698	0.0707	0.0437	-2	-2
kzb002	Yamnaya	53.94	55.75	3721	H1H2	bam_samples	0.5654	3.9403	5.2242	2	1
RISE673	Admixed	53.16	90.21	4300	H1H1	bam_samples	1.0559	2.6147	2.6467	-2	-2
DA142	Asia	47.28	39.54	1250	H1H2	bam_samples	0.6747	2.0776	3.0939	0	1
R969	Early Farmer	41.96	12.75	300	H1H1	bam_samples	0.6687	0.0704	0.0378	-2	-2
NEO116	Asia	49.8	108.8	8189	H1H1	bam_samples	0.6569	1.9695	1.9582	0	0
R104	Early Farmer	41.89	12.48	1450	H1H1	bam_samples	0.7088	0.059	0.053	-2	-2
DA253	Asia	51.7	103.7	7246	H1H1	bam_samples	0.6459	2.12	2.126	0	0
DA236	Yamnaya	60.22	24.87	1508	H1H1	bam_samples	0.6801	1.9622	1.9934	0	0
NEO240	Asia	44.5	135.4	7507.5	H1H1	bam_samples	0.627	2.0643	2.129	0	0
NEO239	Asia	44.5	135.4	7556	H1H1	bam_samples	1.0473	1.9217	2.1212	-2	-2
ERR3262720	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9568	3.717	3.4083	-2	-2
SRR8144648	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	4.4482	3.9427	5.7439	-2	-2
SRR8144647	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6154	2.1211	2.0527	0	0
R44	Early Farmer	41.75	12.26	1749.5	NA	bam_samples	0.7009	0.0016	0.003	-2	-2
AH2	Early Farmer	34.19	48.37	9930.5	H1H1	bam_samples	0.7255	2.1965	2.392	0	0
VK108	Yamnaya	55.54	13.05	850	H1H1	bam_samples	0.707	2.0779	2.1353	0	0
ajv54	Hunter-Gatherer (E)	57.29	18.13	5080	H1H1	bam_samples	0.6855	1.8944	1.9349	0	0
VK154	Admixed	52.7	18.9	850	H1H1	bam_samples	0.6526	2.9845	3.0055	1	0
ERS86	Early Farmer	48.42	7.66	2200	H1H2	bam_samples	1.1006	1.7385	3.5419	-2	-2
ERR3262726	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8681	2.5051	3.3485	-2	-2
AH4	Early Farmer	34.19	48.37	9929.5	H1H1	bam_samples	0.7099	2.1294	2.2404	0	0
RISE685	Asia	53.71	90.36	4300	H1H1	bam_samples	0.6736	1.9593	2.0876	0	0
MJ-14	Yamnaya	49.41	30.85	2612.5	H1H1	bam_samples	1.0617	2.1272	2.6508	-2	-2
SRR6703604	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6482	2.827	3.7609	1	1
R41	Early Farmer	41.75	12.26	1749.5	H1H1	bam_samples	0.7012	0.0888	0.0383	-2	-2
EUG11	Early Farmer	43.16	2.31	3903	H1H1	bam_samples	1.0895	2.4793	2.479	-2	-2
R29	Early Farmer	40.81	8.44	4150	H1H1	bam_samples	0.7539	0.0608	0.0756	-2	-2
ROS45	Early Farmer	48.5	7.47	6642.5	H1H1	bam_samples	0.9268	2.3269	2.5657	-2	-2
NEO18	Hunter-Gatherer (E)	58.39	13.56	9901	H1H1	bam_samples	0.669	1.9002	2.0304	0	0
VK419	Yamnaya	67.29	14.42	1100	H1H1	bam_samples	0.6806	2.0173	2.1888	0	0
Koszyce-3_7_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6623	1.8966	2.072	0	0
PL_N42	Hunter-Gatherer (W)	52.61	18.8	6055	H1H1	bam_samples	0.7388	1.9845	2.0586	0	0
PL_N45	Yamnaya	52.62	18.96	4405	H1H1	bam_samples	0.6575	1.9082	2.1196	0	0
SN-17	Americas	33.26	-119.54	5148	H1H1	bam_samples	0.6667	2.0662	2.0889	0	0
SN-54	Americas	33.26	-119.54	4472	H1H1	bam_samples	0.8485	2.1263	2.1358	-2	-2
OC_hg19_duprem30_realigned	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6761	2.2469	2.3703	0	0
VK547	Yamnaya	68.55	16.4	950	H1H2	bam_samples	0.6315	2.0421	3.0411	0	1
R1219	Yamnaya	41.9	12.47	510	H1H1	bam_samples	0.6762	0.2179	0.1459	-2	-2
NEO212	Hunter-Gatherer (E)	50.07	39.89	7390	H1H2	bam_samples	0.6503	1.9489	2.9571	0	1
RISE423	Early Farmer	40.14	45.26	3256.5	H1H1	bam_samples	0.8189	2.3204	2.2908	-2	-2
DA342	Asia	53.19	103.37	5609.5	H1H1	bam_samples	0.6605	1.9857	2.0724	0	0
sbj001	Hunter-Gatherer (E)	57.29	17.97	8771	H1H1	bam_samples	1.3428	2.4803	2.3832	-2	-2
VK568	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.633	3.6335	3.6141	-1	-1
NEO235	Admixed	44.5	135.4	7669	H1H1	bam_samples	0.6737	2.0753	2.0828	0	0
Wilczyce-90_gr-10_sk-3_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7644	2.1162	3.4541	0	1
R73	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.7039	0.2343	0.1299	-2	-2
DA23	Asia	52.69	62.65	880	H1H1	bam_samples	0.6532	2.1025	2.0989	0	0
RISE683	Asia	53.71	90.36	3976.5	H1H1	bam_samples	0.684	2.0073	2.2813	0	0
SVK-A-1	Yamnaya	65.94	-16.57	1015	H1H1	bam_samples	1.1848	2.5784	2.1232	-2	-2
ERR3262727	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9035	2.0398	2.1124	-2	-2
MJ-35	Yamnaya	50.21	35.29	2529.5	H1H1	bam_samples	0.9889	3.7043	3.6907	-2	-2
M9984	Asia	59.6	151	3070	H1H1	bam_samples	0.6854	2.1901	2.2153	0	0
La727	Asia	20.4	104.03	2281	H1H1	bam_samples	1.5194	2.8962	3.0503	-2	-2
R115	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.6915	0.2638	0.1451	-2	-2
La368	Asia	18.38	103.65	7872	H1H1	bam_samples	0.7636	1.906	2.1575	0	0
ble007	Admixed	58.16	11.49	9825	H1H1	bam_samples	1.1523	2.1163	3.2952	-2	-2
SN-37	Americas	33.26	-119.54	3150	H1H1	bam_samples	1.0644	2.2351	2.4017	-2	-2
SSG-A-2	Yamnaya	65.77	-18.21	1025	H1H1	bam_samples	0.6976	3.2299	3.2469	1	0
DA344	Asia	53.19	103.37	5607.5	H1H1	bam_samples	0.8795	2.5817	2.3994	-2	-2
RISE395	Yamnaya	52.64	59.54	3808	H1H2	bam_samples	0.7008	1.8916	2.9788	0	1
DA3	Yamnaya	54.68	90.85	2816.5	H1H1	bam_samples	0.7352	3.5651	3.6401	-1	-1
VK329	Yamnaya	55.33	8.76	1163	H1H1	bam_samples	0.6836	3.0532	3.3479	1	0
DA199	Yamnaya	47.56	21.02	706	H1H1	bam_samples	0.7524	4.4122	4.2917	2	0
RISE392	Yamnaya	53.88	59.08	3961	H2H2	bam_samples	0.6946	2.1081	4.2413	0	2
R50	Early Farmer	41.84	12.55	1760.5	H1H1	bam_samples	0.6969	0.2733	0.1407	-2	-2
DA362	Asia	51.7	103.7	7241.5	H1H1	bam_samples	0.681	2.1979	2.2079	0	0
SRR8144645	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6876	2.1583	2.4687	0	0
RIX4	Yamnaya	47.74	7.4	3640	H1H2	bam_samples	1.0943	1.9173	3.1611	-2	-2
SC-04	Americas	32.9	-118.5	812.5	H1H1	bam_samples	0.7971	2.1761	2.3507	0	0
DA123	Yamnaya	42.73	68.32	1681.5	H1H1	bam_samples	0.6995	2.0946	2.1883	0	0
DA118	Asia	42.07	76.97	911	H1H1	bam_samples	0.6658	2.1691	2.1717	0	0
NC_C	Americas	34.95	-119.69	1344	H1H1	bam_samples	0.7753	1.9335	1.9225	0	0
ERR3262717	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8487	2.1384	3.3676	-2	-2
Ksiaznice_gr-3ZC_ind-2_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7017	2.3034	3.2129	0	1
OBE3626-1	Yamnaya	48.46	7.48	3763.5	H1H1	bam_samples	0.9538	2.1343	2.4631	-2	-2
VK522	Yamnaya	56.54	16.61	1564	H1H1	bam_samples	0.6298	1.9966	2.0946	0	0
Lovelock2	Americas	39.96	-118.56	1880	H1H1	bam_samples	0.6207	2.0105	2.0298	0	0
BOT2016	Asia	53.17	67.67	5450	H1H1	bam_samples	0.6115	2.0198	2.0936	0	0
R42	Early Farmer	41.75	12.26	1879	H1H1	bam_samples	0.6589	0.1202	0.0774	-2	-2
R1221	Yamnaya	41.9	12.47	465	H1H1	bam_samples	0.6832	0.2108	0.1402	-2	-2
Jeb8	Yamnaya	48.01	7.38	2450	H1H1	bam_samples	1.2848	3.3377	3.5405	-2	-2
DA39	Asia	48.02	101.35	1948	H1H1	bam_samples	0.6875	2.03	2.0885	0	0
R1543	Early Farmer	42.2	12.33	1749.5	H1H1	bam_samples	0.7071	0.1852	0.0725	-2	-2
Vt808	Admixed	19.79	105.85	2250.5	H1H1	bam_samples	0.9924	2.7159	2.6653	-2	-2
I9134	Africa	-32.81	17.95	1198.5	H1H1	bam_samples	0.6009	1.7385	1.9136	0	0
Koszyce-3_3_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6719	2.1621	2.2161	0	0
RISE1161	Early Farmer	48.7	21.2	4757	H1H1	bam_samples	0.6722	2.1639	2.2266	0	0
DA49	Asia	41.43	75.33	2270.5	H1H1	bam_samples	0.7869	2.2338	2.3229	0	0
R436	Early Farmer	41.8	12.78	1850	H1H1	bam_samples	0.6962	0.0748	0.0451	-2	-2
R27	Early Farmer	40.81	8.44	4150	H1H1	bam_samples	0.7253	0.0591	0.0357	-2	-2
SI	Asia	56.18	40.5	32822.5	H1H1	bam_samples	0.703	1.8749	2.0981	0	0
R33	Early Farmer	41.91	12.47	1450	H1H1	bam_samples	0.6793	0.0802	0.0495	-2	-2
DA71	Admixed	41.5	75.79	1670	H1H1	bam_samples	0.7004	2.1489	1.9602	0	0
MA2212	Early Farmer	38.63	34.3	4700	H1H2	bam_samples	0.7058	2.9911	3.3836	1	0
R1015	Early Farmer	42.02	12.1	2800	H1H1	bam_samples	0.7592	0.1175	0.0976	-2	-2
scy300	Early Farmer	46.67	29.8	2253	H1H2	bam_samples	0.7058	1.9623	3.3298	0	1
MJ-43	Yamnaya	52.75	58.67	2273	H1H1	bam_samples	0.7548	2.2901	2.1834	0	0
DA5	Asia	54.68	90.85	2816.5	H1H2	bam_samples	0.7448	2.2527	3.1917	0	1
Fussels_Lodge_1	Early Farmer	51.09	-1.73	5657.5	H1H1	bam_samples	0.7241	2.0498	2.1673	0	0
PL_N36	Early Farmer	50.67	21.38	6250	H2H2	bam_samples	0.673	2.0941	4.327	0	2
M012	Asia	43.61	93.17	2228.5	H1H1	bam_samples	1.2214	2.4627	2.4556	-2	-2
939	Americas	54.3	-130.62	6075	H1H1	bam_samples	0.8119	2.2521	2.1594	-2	-2
R118	Early Farmer	41.76	12.29	1450	H1H1	bam_samples	0.7318	0.1011	0.0587	-2	-2
R116	Yamnaya	41.92	12.49	1850	H1H1	bam_samples	0.6986	0.0663	0.0565	-2	-2
SN-13	Americas	33.26	-119.54	810.5	H1H1	bam_samples	0.7416	1.9548	2.2059	0	0
USR1	Americas	64.04	-144.58	11435	H1H1	bam_samples	0.6496	1.7805	1.8603	0	0
ERS3189355	Early Farmer	33.56	35.4	701.5	H1H1	bam_samples	0.6714	2.9265	3.0647	1	0
RISE667	Asia	53.16	90.21	4300	H1H1	bam_samples	0.899	2.4274	2.4433	-2	-2
Ksiaznice_gr-3ZC_ind-4_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7568	2.2718	2.4386	0	0
DA18	Yamnaya	51.71	74.88	2667	H1H1	bam_samples	0.7868	5.168	5.7005	-2	-2
prs012	Early Farmer	54.25	-8.56	5660	H1H2	bam_samples	1.012	2.1681	3.208	-2	-2
sf12	Hunter-Gatherer (E)	57.47	18.49	8895	H1H1	bam_samples	0.5326	2.069	2.0193	0	0
DA8	Yamnaya	54.68	90.85	2816.5	H1H2	bam_samples	0.6704	4.1017	5.014	2	1
atp12-1420	Early Farmer	42.35	-3.52	4895.5	H1H1	bam_samples	0.5679	2.2064	2.0149	0	0
R36	Early Farmer	41.89	12.49	1450	H1H1	bam_samples	0.6832	0.236	0.1708	-2	-2
DA11	Asia	50.89	73.88	2697.5	H1H1	bam_samples	0.7393	2.2793	2.1034	0	0
SRR6703601	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6463	1.9606	2.0405	0	0
CaveHa3_1	Early Farmer	54.07	-2.29	5264	H1H1	bam_samples	1.1439	2.1846	2.6567	-2	-2
Lovelock1	Americas	39.96	-118.56	1942.5	H1H1	bam_samples	0.6719	2.2286	2.0904	0	0
TSK-A-26	Yamnaya	64.12	-19.81	825	H1H1	bam_samples	0.9318	2.5513	2.4346	-2	-2
DA230	Asia	43.2	76.98	1100	H1H1	bam_samples	0.6838	1.8705	2.0342	0	0
MA2196	Asia	39.35	33.79	500	H1H1	bam_samples	0.8487	2.2955	2.3467	-2	-2
DA164	Yamnaya	43.33	44.18	850	H1H1	bam_samples	0.6809	2.0159	2.2416	0	0
DA53	Yamnaya	41.43	75.33	2399.5	H1H2	bam_samples	0.7617	3.2918	4.3516	1	1
R43	Early Farmer	41.75	12.26	1749.5	NA	bam_samples	0.6836	0.0025	0.0039	-2	-2
KK1	Early Farmer	42.28	43.28	9720	H1H2	bam_samples	0.6569	2.9046	3.9068	1	1
R474	Early Farmer	42.09	11.77	2600	H1H1	bam_samples	0.6918	0.1345	0.089	-2	-2
SN_10	Americas	33.26	-119.54	3150	H1H1	bam_samples	0.7902	2.1202	2.1559	0	0
QUIN58	Early Farmer	43.3	1.96	3600	H1H1	bam_samples	1.3396	2.9925	2.2566	-2	-2
DA106	Asia	42.07	76.96	779.5	H1H2	bam_samples	0.7147	2.0192	3.1621	0	1
ERR3262752	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8683	3.1158	3.4715	-2	-2
DA205	Asia	43.2	76.98	850	H1H1	bam_samples	0.7257	2.0874	2.2604	0	0
por002	Early Farmer	42.35	-3.52	5090.5	H1H1	bam_samples	0.6231	2.2746	2.1724	0	0
R2	Early Farmer	41.96	13.54	7984	H1H1	bam_samples	0.6586	0.0643	0.045	-2	-2
ERS3189342	Early Farmer	33.56	35.4	1525	H1H1	bam_samples	0.8194	2.3772	2.4174	-2	-2
VK58	Yamnaya	57.34	18.19	975	H1H1	bam_samples	0.664	2.094	2.2177	0	0
SN_3	Americas	33.26	-119.54	1575	H1H1	bam_samples	0.7755	1.9569	2.1908	0	0
DA121	Yamnaya	42.73	68.34	1681.5	H1H1	bam_samples	0.7223	2.1931	2.244	0	0
PL_N25	Early Farmer	52.61	18.8	6250	H1H1	bam_samples	0.6542	2.0864	2.1184	0	0
VK579	Yamnaya	56.51	16.43	1650	H1H2	bam_samples	1.0197	2.4259	3.6243	-2	-2
NEO942	Early Farmer	55.58	11.29	5491	H2H2	bam_samples	0.7196	1.9545	4.4922	0	2
DA381	Early Farmer	37.19	61.03	5181	H1H1	bam_samples	0.7236	2.0844	2.2751	0	0
NEO866	Early Farmer	54.87	11.84	5456	H2H2	bam_samples	0.6789	1.9676	4.2844	0	2
DA222	Asia	43.2	76.98	1100	H1H1	bam_samples	0.6399	2.1571	2.1531	0	0
DolmenAnsiao96B	Early Farmer	39.75	-8.81	5450	NA	bam_samples	0.6682	2.2852	2.2261	0	0
VDP-A-7	Yamnaya	65.42	-20.29	1000	H1H1	bam_samples	1.4383	2.7387	2.4857	-2	-2
R125	Early Farmer	41.68	13.15	1750	H1H1	bam_samples	0.7303	0.1314	0.0655	-2	-2
Ksiaznice_gr-3ZC_ind-3_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7089	1.8169	3.2869	0	1
RISE1166	Early Farmer	48.7	21.2	4907.5	H1H1	bam_samples	0.6485	2.116	2.1807	0	0
15577A	Yamnaya	52.26	0.07	1477.5	H1H2	bam_samples	0.5482	1.9471	2.7566	0	1
TGS-A-1	Yamnaya	65.54	-20.62	989.5	H1H1	bam_samples	0.8211	4.5163	4.6684	-2	-2
14.2_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5867	3.0454	4.1996	1	1
DA227	Asia	43.22	77.85	2150	H1H2	bam_samples	0.6868	1.9654	2.0876	0	0
Es97-1	Early Farmer	50.92	1.71	6004.5	H1H1	bam_samples	0.886	2.3546	2.2101	-2	-2
H26	Hunter-Gatherer (E)	58.83	6.33	9363.5	H1H1	bam_samples	0.5742	2.0549	1.9767	0	0
brana	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6528	2.2991	2.173	0	0
Vt796	Admixed	19.79	105.85	2172	H1H1	bam_samples	1.0012	2.1591	2.167	-2	-2
DA162	Early Farmer	43.22	44.54	1700	H1H1	bam_samples	0.6512	2.1378	2.138	0	0
NNM-A-1	Yamnaya	65.58	-13.89	1015	H1H2	bam_samples	1.7998	3.5465	4.7632	-2	-2
DA20	Asia	51.64	74.67	2299.5	H1H1	bam_samples	0.742	2.0855	2.1533	0	0
NEO558	Admixed	60.41	38.93	8089	H1H1	bam_samples	0.7238	2.3706	2.4408	0	0
ERR3262765	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8068	3.0704	3.3731	-2	-2
DA161	Admixed	42.83	44.12	1300	H1H1	bam_samples	0.9294	3.4494	4.1152	-2	-2
VK70	Yamnaya	55.87	12.08	1200	H1H2	bam_samples	0.647	1.9928	2.0316	0	0
NOR3-15	Early Farmer	48.45	7.67	2700	H1H1	bam_samples	1.4668	3.2167	2.9158	-2	-2
SSG-A-4	Yamnaya	65.77	-18.21	1025	H2H2	bam_samples	0.7816	2.2419	4.4888	0	2
VK475	Yamnaya	57.63	18.28	975	H1H1	bam_samples	0.6364	3.0249	3.2193	1	0
R1547	Early Farmer	42.07	12.59	1813.5	H1H1	bam_samples	0.7188	0.1142	0.0965	-2	-2
SBT-A-1	Yamnaya	65.6	-20.15	1015	H1H1	bam_samples	0.82	3.692	3.4948	-2	-2
DA29	Yamnaya	47	66.29	700	H1H1	bam_samples	0.6825	2.136	2.1086	0	0
ERR3262735	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8843	2.2874	2.2224	-2	-2
GRS-A-1	Yamnaya	65.64	-16.12	1015	H1H2	bam_samples	1.3158	3.0665	4.9077	-2	-2
Kolyma_River	Asia	68.6	159.1	9785.5	H1H1	bam_samples	0.6319	1.9503	2.0595	0	0
SRR6703599	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6498	1.9409	2.9468	0	1
SRR6703597	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6539	1.9573	2.0188	0	0
R1290	Early Farmer	41.9	12.47	602.5	H1H1	bam_samples	0.7009	0.1269	0.0859	-2	-2
PS-09P	Americas	34.9	-120.65	1550	H1H1	bam_samples	1.003	2.367	2.5079	-2	-2
DA335	Admixed	51.7	103.7	4200	H1H1	bam_samples	0.7478	2.2952	1.993	0	0
DA195	Yamnaya	46.34	20.16	2691.5	H1H2	bam_samples	0.7044	2.0668	2.9314	0	1
DA243	Yamnaya	43.96	42.59	1533	H1H1	bam_samples	0.6643	2.0082	2.025	0	0
ERR3262758	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9018	3.2078	4.5095	-2	-2
MA2197	Early Farmer	39.35	33.79	2900	H1H1	bam_samples	1.0573	3.5084	4.1058	-2	-2
kol2	Admixed	50.03	15.2	6410	H1H2	bam_samples	1.0305	3.369	4.7818	-2	-2
SN_16	Admixed	33.26	-119.54	3150	H1H1	bam_samples	0.9369	2.1321	2.3022	-2	-2
DA72	Asia	41.5	75.79	1681	H1H1	bam_samples	0.6833	2.1424	2.0061	0	0
ROS102	Early Farmer	48.5	7.47	6550	H1H2	bam_samples	1.1429	2.4655	3.5502	-2	-2
R435	Early Farmer	41.8	12.78	2350	H1H1	bam_samples	0.7005	0.1843	0.1513	-2	-2
MJ-09	Yamnaya	47.43	34.27	4285.5	H1H1	bam_samples	0.8682	2.3076	2.5546	-2	-2
R11	Hunter-Gatherer (W)	41.96	13.54	11908	H1H1	bam_samples	0.7044	0.1902	0.1075	-2	-2
